market_id,condition_id,wallet,category,timestamp,timestamp_utc,side,outcome,outcome_index,asset_id,price,size_shares,notional_usdc,transaction_hash,source_file,source_row
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xd8ef37046bd8591ecafd145f73f7fb1511800656,Crypto,1784982543,2026-07-25T12:29:03+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.03,1000.0,30.0,0xa70caf6bcf5e1e352b14fd822078f93ffb7c1e9095fc2b8676b89dfa8c663b7f,trades_3029440_0.json,33
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xd8ef37046bd8591ecafd145f73f7fb1511800656,Crypto,1784982543,2026-07-25T12:29:03+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.03,1000.0,30.0,0xa70caf6bcf5e1e352b14fd822078f93ffb7c1e9095fc2b8676b89dfa8c663b7f,trades_3029440_0.json,34
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x18e157e46f9c7386cea37877e38a039bb169a55a,Crypto,1784982487,2026-07-25T12:28:07+00:00,BUY,No,1,108663457396485825789306998137659084561349201649377958127574381186033559773294,0.96,40.0,38.4,0x01d1eeb07d32465ea08c352b2236c08d7010c1a013213b9f81d5b635a0078316,trades_3029440_0.json,35
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xb41ead279375742d6c2a1a2239bdce56376411fd,Crypto,1784982487,2026-07-25T12:28:07+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.04,40.0,1.6,0x01d1eeb07d32465ea08c352b2236c08d7010c1a013213b9f81d5b635a0078316,trades_3029440_0.json,36
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x18e157e46f9c7386cea37877e38a039bb169a55a,Crypto,1784982481,2026-07-25T12:28:01+00:00,BUY,No,1,108663457396485825789306998137659084561349201649377958127574381186033559773294,0.96,40.0,38.4,0x801954a0d13ca3c527f17e7097c87b6e9125b9787d85c3599db08f3f80264d2b,trades_3029440_0.json,37
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xb41ead279375742d6c2a1a2239bdce56376411fd,Crypto,1784982481,2026-07-25T12:28:01+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.04,40.0,1.6,0x801954a0d13ca3c527f17e7097c87b6e9125b9787d85c3599db08f3f80264d2b,trades_3029440_0.json,38
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x18e157e46f9c7386cea37877e38a039bb169a55a,Crypto,1784982475,2026-07-25T12:27:55+00:00,BUY,No,1,108663457396485825789306998137659084561349201649377958127574381186033559773294,0.96,40.0,38.4,0xb9f263ced1ddd778a67d8972f465e9c4e7cb25430ff121d9361572bafae7dd21,trades_3029440_0.json,39
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xb41ead279375742d6c2a1a2239bdce56376411fd,Crypto,1784982475,2026-07-25T12:27:55+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.04,40.0,1.6,0xb9f263ced1ddd778a67d8972f465e9c4e7cb25430ff121d9361572bafae7dd21,trades_3029440_0.json,40
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x18e157e46f9c7386cea37877e38a039bb169a55a,Crypto,1784982468,2026-07-25T12:27:48+00:00,BUY,No,1,108663457396485825789306998137659084561349201649377958127574381186033559773294,0.96,40.0,38.4,0x7fae7b296905e40f97ff4b26adf786d5144863eec824946cb1141079cd85bbdb,trades_3029440_0.json,41
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xb41ead279375742d6c2a1a2239bdce56376411fd,Crypto,1784982468,2026-07-25T12:27:48+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.04,40.0,1.6,0x7fae7b296905e40f97ff4b26adf786d5144863eec824946cb1141079cd85bbdb,trades_3029440_0.json,42
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x18e157e46f9c7386cea37877e38a039bb169a55a,Crypto,1784982450,2026-07-25T12:27:30+00:00,BUY,No,1,108663457396485825789306998137659084561349201649377958127574381186033559773294,0.9558673469,392.0,374.6999999848,0xece80afce5364e9ea8546c0ea65b776bcfc3b8cc27e23df9266583e2a2104976,trades_3029440_0.json,43
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x4ffe49ba2a4cae123536a8af4fda48faeb609f71,Crypto,1784982450,2026-07-25T12:27:30+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.04,300.0,12.0,0xece80afce5364e9ea8546c0ea65b776bcfc3b8cc27e23df9266583e2a2104976,trades_3029440_0.json,44
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x765c3441b5161683541bbbf7c0bc7d71b3d9dbb6,Crypto,1784982450,2026-07-25T12:27:30+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.05,22.0,1.1,0xece80afce5364e9ea8546c0ea65b776bcfc3b8cc27e23df9266583e2a2104976,trades_3029440_0.json,45
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x510f4963b66b1b18505faab74b0bb943d1dda43c,Crypto,1784982450,2026-07-25T12:27:30+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.06,30.0,1.7999999999999998,0xece80afce5364e9ea8546c0ea65b776bcfc3b8cc27e23df9266583e2a2104976,trades_3029440_0.json,46
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xb41ead279375742d6c2a1a2239bdce56376411fd,Crypto,1784982450,2026-07-25T12:27:30+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.06,40.0,2.4,0xece80afce5364e9ea8546c0ea65b776bcfc3b8cc27e23df9266583e2a2104976,trades_3029440_0.json,47
